id,parent_ccss_id,grade,domain,domain_name,cluster,standard,is_subpart,text
K.CC.C.6,K.CC.C.6,K,CC,Counting & Cardinality,C,6,FALSE,"Identify whether the number of objects in one group is greater than, less than, or equal to the number of objects in another group, e.g., by using matching and counting strategies.1"
K.CC.C.7,K.CC.C.7,K,CC,Counting & Cardinality,C,7,FALSE,Compare two numbers between 1 and 10 presented as written numerals.
K.G.A.1,K.G.A.1,K,G,Geometry,A,1,FALSE,"Describe objects in the environment using names of shapes, and describe the relative positions of these objects using terms such as above, below, beside, in front of, behind, and next to."
K.G.A.2,K.G.A.2,K,G,Geometry,A,2,FALSE,Correctly name shapes regardless of their orientations or overall size.
K.G.A.3,K.G.A.3,K,G,Geometry,A,3,FALSE,"Identify shapes as two-dimensional (lying in a plane, ""flat"") or three-dimensional (""solid"")."
K.G.B.4,K.G.B.4,K,G,Geometry,B,4,FALSE,"Analyze and compare two- and three-dimensional shapes, in different sizes and orientations, using informal language to describe their similarities, differences, parts (e.g., number of sides and vertices/""corners"") and other attributes (e.g., having sides of equal length)."
K.G.B.5,K.G.B.5,K,G,Geometry,B,5,FALSE,"Model shapes in the world by building shapes from components (e.g., sticks and clay balls) and drawing shapes."
K.G.B.6,K.G.B.6,K,G,Geometry,B,6,FALSE,"Compose simple shapes to form larger shapes. For example, ""Can you join these two triangles with full sides touching to make a rectangle?"""
K.MD.A.1,K.MD.A.1,K,MD,Measurement & Data,A,1,FALSE,"Describe measurable attributes of objects, such as length or weight. Describe several measurable attributes of a single object."
K.MD.A.2,K.MD.A.2,K,MD,Measurement & Data,A,2,FALSE,"Directly compare two objects with a measurable attribute in common, to see which object has ""more of""/""less of"" the attribute, and describe the difference. For example, directly compare the heights of two children and describe one child as taller/shorter."
K.MD.B.3,K.MD.B.3,K,MD,Measurement & Data,B,3,FALSE,Classify objects into given categories; count the numbers of objects in each category and sort the categories by count.1
K.NBT.A.1,K.NBT.A.1,K,NBT,Number & Operations in Base Ten,A,1,FALSE,"Compose and decompose numbers from 11 to 19 into ten ones and some further ones, e.g., by using objects or drawings, and record each composition or decomposition by a drawing or equation (such as 18 = 10 + 8); understand that these numbers are composed of ten ones and one, two, three, four, five, six, seven, eight, or nine ones."
K.OA.A.1,K.OA.A.1,K,OA,Operations & Algebraic Thinking,A,1,FALSE,"Represent addition and subtraction with objects, fingers, mental images, drawings1, sounds (e.g., claps), acting out situations, verbal explanations, expressions, or equations."
K.OA.A.2,K.OA.A.2,K,OA,Operations & Algebraic Thinking,A,2,FALSE,"Solve addition and subtraction word problems, and add and subtract within 10, e.g., by using objects or drawings to represent the problem."
K.OA.A.3,K.OA.A.3,K,OA,Operations & Algebraic Thinking,A,3,FALSE,"Decompose numbers less than or equal to 10 into pairs in more than one way, e.g., by using objects or drawings, and record each decomposition by a drawing or equation (e.g., 5 = 2 + 3 and 5 = 4 + 1)."
K.OA.A.4,K.OA.A.4,K,OA,Operations & Algebraic Thinking,A,4,FALSE,"For any number from 1 to 9, find the number that makes 10 when added to the given number, e.g., by using objects or drawings, and record the answer with a drawing or equation."
K.OA.A.5,K.OA.A.5,K,OA,Operations & Algebraic Thinking,A,5,FALSE,Fluently add and subtract within 5.
