state,grade,standard_id,standard_text
NC,7,7.SP.2,"Generate multiple random samples (or simulated samples) of the same size to gauge the variation in estimates or predictions, and use this data to draw inferences about a population with an unknown characteristic of interest."
NC,7,7.SP.6,"Collect data to calculate the experimental probability of a chance event, observing its long-run relative frequency. Use this experimental probability to predict the approximate relative frequency."
NC,7,7.SP.7.a,"Develop a uniform probability model by assigning equal probability to all outcomes, and use the model to determine probabilities of events."
NC,7,7.SP.7.b,Develop a probability model (which may not be uniform) by repeatedly performing a chance process and observing frequencies in the data generated.
NC,7,7.SP.7.c,"Compare theoretical and experimental probabilities from a model to observed frequencies; if the agreement is not good, explain possible sources of the discrepancy."
NC,7,7.SP.8.a,"Understand that, just as with simple events, the probability of a compound event is the fraction of outcomes in the sample space for which the compound event occurs."
NC,7,7.SP.8.b,"For an event described in everyday language, identify the outcomes in the sample space which compose the event, when the sample space is represented using organized lists, tables, and tree diagrams."
NC,7,7.SP.8.c,Design and use a simulation to generate frequencies for compound events.
NC,8,8.EE.2,"Use square root and cube root symbols to:
Represent solutions to equations of the form x2 = p and x3 = p, where p is a positive rational number.
Evaluate square roots of perfect squares and cube roots of perfect cubes for positive numbers less than or equal to 400."
NC,8,8.EE.3,Use numbers expressed in scientific notation to estimate very large or very small quantities and to express how many times as much one is than the other.
NC,8,8.EE.4,"Perform multiplication and division with numbers expressed in scientific notation to solve real-world problems, including problems where both decimal and scientific notation are used."
NC,8,8.F.1,"Understand that a function is a rule that assigns to each input exactly one output.
Recognize functions when graphed as the set of ordered pairs consisting of an input and exactly one corresponding output.
Recognize functions given a table of values or a set of ordered pairs."
NC,8,8.F.2,"Compare properties of two linear functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions)."
NC,8,8.F.3,"Identify linear functions from tables, equations, and graphs."
NC,8,8.F.4,"Analyze functions that model linear relationships.
Understand that a linear relationship can be generalized by y = mx + b.
Write an equation in slope-intercept form to model a linear
relationship by determining the rate of change and the initial
value, given at least two (x, y) values or a graph.
Construct a graph of a linear relationship given an equation in slope-intercept form.
Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of the slope and y-intercept of its graph or a table of values."
NC,8,8.F.5,"Qualitatively analyze the functional relationship between two quantities.
Analyze a graph determining where the function is increasing or decreasing; linear or non-linear.
Sketch a graph that exhibits the qualitative features of a real-world function."
NC,8,8.G.2,"Use transformations to define congruence.
Verify experimentally the properties of rotations, reflections, and translations that create congruent figures.
Understand that a two-dimensional figure is congruent to another if the second can be obtained from the first by a sequence of rotations, reflections, and translations.
Given two congruent figures, describe a sequence that exhibits the congruence between them."
NC,8,8.G.3,"Describe the effect of dilations about the origin, translations, rotations about the origin in 90 degree increments, and reflections across the x-axis and y-axis on two-dimensional figures using coordinates."
NC,8,8.G.4,"Use transformations to define similarity.
Verify experimentally the properties of dilations that create similar figures.
Understand that a two-dimensional figure is similar to another if the second can be obtained from the first by a sequence of rotations, reflections, translations, and dilations.
Given two similar two-dimensional figures, describe a sequence that exhibits the similarity between them."
NC,8,8.G.6,Explain the Pythagorean Theorem and its converse.
NC,8,8.G.7,Apply the Pythagorean Theorem and its converse to solve real-world and mathematical problems.
NC,8,8.G.8,Apply the Pythagorean Theorem to find the distance between two points in a coordinate system.
NC,8,8.NS.1,"Understand that every number has a decimal expansion. Building upon the definition of a rational number, know that an irrational number is defined as a non-repeating, non-terminating decimal."
NC,8,8.NS.2,"Use rational approximations of irrational numbers to compare the size of irrational numbers and locate them approximately on a number line. Estimate the value of expressions involving:
Square roots and cube roots to the tenths.
π to the hundredths."
NC,8,8.SP.1,"Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Investigate and describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association."
NC,8,8.SP.2,"Model the relationship between bivariate quantitative data to:
Informally fit a straight line for a scatter plot that suggests a linear association.
Informally assess the model fit by judging the closeness of the data points to the line."
